,n_features,n_samples,n_subjects,feature_std,A,B,C,overall_prob_outcome,sd_outcome,time_effect,mean,sd,icc,icc_pred,auc_value_base,auc,auc_individual,auc_individual_sd,total_n,auc_c,auc_c_individual,auc_c_individual_sd,sd_intercept,sd_residual
415,10,90,150,0.1,0.05,0.55,0.05,0.2,0.1,FALSE,0.20837037,0.11316474,0.067231954,0.98957095,0.508660199,0.951161777,0.925976696,0.132410011,145,0.996346855,0.996506005,0.017548793,0.613931115,0.063025828
416,10,90,150,0.1,0.05,0.55,0.05,0.3,0.1,FALSE,0.314222222,0.107341885,0.042816555,0.983138784,0.511257228,0.98417924,0.979940769,0.050229163,150,0.998481407,0.998788406,0.00616838,0.519116142,0.067983194
417,10,90,150,0.1,0.05,0.55,0.05,0.9,0.05,FALSE,0.905851852,0.056416839,0.026494583,0.989577352,0.5,0.859346943,0.831901346,0.191657549,127,0.993224932,0.989370079,0.064666397,0.561853035,0.057661626
418,10,90,150,0.1,0.05,0.55,0.05,0.4,0.1,FALSE,0.39037037,0.110502934,0.040633158,0.984374896,0.524594763,0.991059154,0.988419218,0.030523468,150,0.999157841,0.999150997,0.006113414,0.552094014,0.069557542
419,10,90,150,0.1,0.05,0.55,0.05,0.5,0.1,FALSE,0.50837037,0.105840204,0.034075271,0.983745203,0.548016258,0.993570838,0.992595434,0.022187929,150,0.999262977,0.999346093,0.004767774,0.54550285,0.070120738
420,10,90,150,0.1,0.05,0.55,0.05,0.6,0.1,FALSE,0.586296296,0.125367414,0.054262001,0.982842666,0.564932954,0.989959419,0.986455576,0.030560415,150,0.998167566,0.998601597,0.007085438,0.523444149,0.069159725
421,10,90,150,0.1,0.05,0.55,0.05,0.7,0.1,FALSE,0.694814815,0.119723399,0.05708948,0.984396762,0.520610621,0.975566511,0.97051002,0.058310324,149,0.998603183,0.997930649,0.013900725,0.531861925,0.066960884
422,10,90,150,0.1,0.05,0.55,0.05,0.8,0.1,FALSE,0.813259259,0.105673796,0.063084176,0.987983114,0.5,0.941799734,0.910406957,0.14414578,144,0.997382199,0.997627315,0.016333,0.571207973,0.062996363
423,10,90,150,0.1,0.05,0.55,0.05,0.9,0.1,FALSE,0.913925926,0.082227932,0.075632097,0.988808075,0.5,0.855970083,0.776553609,0.219449137,106,0.99408284,0.994994759,0.029041163,0.535800494,0.057003234
424,10,90,150,0.1,0.05,0.55,0.05,0.1,0.15,FALSE,0.103185185,0.144426298,0.216364324,0.989243636,0.580033333,0.926021093,0.844464714,0.197788143,84,0.98951049,0.99294999,0.026638328,0.546532829,0.05698983
425,10,90,150,0.1,0.05,0.55,0.05,0.2,0.15,FALSE,0.190222222,0.137143666,0.112138023,0.988583591,0.507648285,0.949974551,0.888968259,0.174286929,136,0.997033762,0.998103267,0.0106464,0.577631644,0.062073899
426,10,90,150,0.1,0.05,0.55,0.05,0.3,0.15,FALSE,0.289407407,0.155610604,0.107740244,0.985926858,0.568755947,0.976596119,0.952539115,0.108890223,145,0.99914966,0.997413793,0.02314735,0.556042849,0.066432631
427,10,90,150,0.1,0.05,0.55,0.05,0.4,0.15,FALSE,0.388222222,0.159137569,0.096513546,0.984495002,0.587566776,0.990796435,0.985986796,0.040325699,150,0.999278303,0.999467221,0.003763662,0.54227646,0.068053403
428,10,90,150,0.1,0.05,0.55,0.05,0.5,0.15,FALSE,0.493111111,0.150259642,0.08005299,0.984173944,0.602443219,0.993335178,0.988809308,0.031086308,150,0.999505821,0.999632937,0.003197362,0.547290006,0.069401353
429,10,90,150,0.1,0.05,0.55,0.05,0.6,0.15,FALSE,0.606814815,0.164727907,0.103686373,0.984955107,0.603122365,0.987381247,0.976360228,0.065567089,149,0.999370673,0.999583691,0.003622571,0.551013614,0.068100244
430,10,90,150,0.1,0.05,0.55,0.05,0.7,0.15,FALSE,0.694888889,0.166059695,0.120174895,0.986462399,0.573637897,0.978887308,0.950707676,0.117684019,149,0.998200446,0.997537697,0.015950444,0.558269624,0.065399523
431,10,90,150,0.1,0.05,0.55,0.05,0.8,0.15,FALSE,0.821185185,0.144798778,0.133016924,0.987964663,0.529043298,0.947824734,0.908120502,0.148119077,126,0.996401348,0.997008062,0.015840733,0.559132771,0.061712534
432,10,90,150,0.1,0.05,0.55,0.05,0.9,0.15,FALSE,0.916222222,0.124200184,0.19171268,0.989050036,0.571289742,0.8973424,0.795320767,0.218979567,72,0.995268139,0.993055556,0.035658351,0.532738955,0.056054653
433,10,90,150,0.1,0.05,0.55,0.05,0.1,0.2,FALSE,0.087777778,0.157507462,0.301424839,0.990283846,0.628710455,0.930355644,0.806835207,0.225264862,63,0.995936984,0.997517033,0.010833305,0.555751507,0.055048817
434,10,90,150,0.1,0.05,0.55,0.05,0.2,0.2,FALSE,0.182518519,0.189006616,0.230493186,0.988316285,0.623954704,0.942896737,0.893558654,0.163045088,115,0.996753247,0.998111747,0.010929004,0.551480286,0.0599615
435,10,90,150,0.1,0.05,0.55,0.05,0.3,0.2,FALSE,0.276,0.19677186,0.184454844,0.988722045,0.632150537,0.975196594,0.935801298,0.135053544,139,0.999530075,0.999723298,0.003262265,0.597500639,0.06381407
436,10,90,150,0.1,0.05,0.55,0.05,0.4,0.2,FALSE,0.379851852,0.208420734,0.175011857,0.985166878,0.645816476,0.984271556,0.961298561,0.103175905,147,0.999276321,0.999501347,0.003596377,0.544664565,0.066832931
437,10,90,150,0.1,0.05,0.55,0.05,0.5,0.2,FALSE,0.494592593,0.202743372,0.154868313,0.979425539,0.653316713,0.990625726,0.976463629,0.070678658,150,0.99876764,0.998428922,0.009214785,0.468467576,0.067898168
438,10,90,150,0.1,0.05,0.55,0.05,0.6,0.2,FALSE,0.601111111,0.217342966,0.187724602,0.984569212,0.66346847,0.98685525,0.964562505,0.093499759,146,0.998251952,0.99841258,0.007531292,0.528811318,0.066202085
439,10,90,150,0.1,0.05,0.55,0.05,0.7,0.2,FALSE,0.703925926,0.216752738,0.216379719,0.987315381,0.643585164,0.967465132,0.926189533,0.134098193,141,0.998191625,0.998901232,0.006209913,0.566453458,0.064205908
440,10,90,150,0.1,0.05,0.55,0.05,0.8,0.2,FALSE,0.774740741,0.225100291,0.281803265,0.987411974,0.664412892,0.95700924,0.875973515,0.194202374,118,0.997661708,0.994321265,0.046660068,0.541688694,0.061161679
441,10,90,150,0.1,0.05,0.55,0.05,0.9,0.2,FALSE,0.920518519,0.159971084,0.341642798,0.99123679,0.68595534,0.92919906,0.826495675,0.196341309,54,0.995163793,0.997109989,0.013395266,0.574111115,0.053980743
442,10,90,150,0.1,0.05,0.55,0.05,0.2,0.25,FALSE,0.213777778,0.256410656,0.383299194,0.986053063,0.739916714,0.97552353,0.892030313,0.182357986,100,0.998815166,0.997619048,0.018066355,0.502607425,0.059774805
443,10,90,150,0.1,0.05,0.55,0.05,0.1,0.25,FALSE,0.098222222,0.246853024,0.68128505,0.992702845,0.834983927,0.961152882,0.81779988,0.214744737,32,0.993597387,0.992241237,0.02093621,0.622475847,0.053369074
444,10,90,150,0.1,0.05,0.55,0.05,0.3,0.25,FALSE,0.309481481,0.264402477,0.318850307,0.988175131,0.732200358,0.976282348,0.917800843,0.148475938,137,0.999024296,0.999452555,0.004542418,0.570802,0.062440546
445,10,90,150,0.1,0.05,0.55,0.05,0.4,0.25,FALSE,0.386666667,0.270044478,0.299077384,0.984474592,0.716802753,0.985863772,0.959511017,0.099875006,140,0.998756901,0.998970588,0.006038701,0.514865557,0.064656635
446,10,90,150,0.1,0.05,0.55,0.05,0.5,0.25,FALSE,0.508666667,0.258797867,0.259277692,0.984825583,0.712348534,0.989408106,0.969755298,0.089826138,144,0.999024821,0.999579589,0.002956372,0.531663734,0.065995357
447,10,90,150,0.1,0.05,0.55,0.05,0.6,0.25,FALSE,0.61762963,0.239967085,0.234935744,0.987865393,0.683207691,0.984934044,0.94857538,0.124409864,141,0.997888694,0.996964004,0.016556241,0.589388909,0.065322971
448,10,90,150,0.1,0.05,0.55,0.05,0.7,0.25,FALSE,0.723777778,0.218363326,0.22956492,0.98709874,0.646598291,0.96974359,0.917784548,0.142577771,136,0.998769231,0.998493053,0.010381635,0.555877954,0.063549951
449,10,90,150,0.1,0.05,0.55,0.05,0.8,0.25,FALSE,0.777925926,0.273765162,0.426204277,0.988489366,0.774515735,0.968348509,0.878653385,0.183822221,96,0.99820464,0.999119375,0.005178571,0.547998844,0.059134817
450,10,90,150,0.1,0.05,0.55,0.05,0.9,0.25,FALSE,0.913259259,0.229564379,0.658529016,0.989685548,0.880090999,0.983506342,0.877469136,0.208215541,27,0.986590929,0.983146406,0.031321394,0.516532855,0.052731777
451,10,90,150,0.1,0.05,0.6,0.05,0.2,0.05,FALSE,0.198148148,0.06941175,0.019422238,0.986313349,0.5,0.946251974,0.942812724,0.098453494,148,0.995127893,0.996088137,0.018659856,0.539576338,0.063561485
452,10,90,150,0.1,0.05,0.6,0.05,0.1,0.05,FALSE,0.091777778,0.057532751,0.028909665,0.991240037,0.5,0.855206921,0.801023601,0.199418996,124,0.993315508,0.989639337,0.065111529,0.614778836,0.057793716
453,10,90,150,0.1,0.05,0.6,0.05,0.3,0.05,FALSE,0.294,0.074603712,0.015874932,0.983653474,0.5,0.985746193,0.98475247,0.035566484,149,0.99881693,0.998906289,0.007094274,0.519684315,0.066993286
454,10,90,150,0.1,0.05,0.6,0.05,0.4,0.05,FALSE,0.398,0.071882353,0.010568994,0.987193458,0.5,0.994038163,0.99392315,0.016899764,150,0.998457423,0.998672308,0.006590382,0.615267542,0.070077534
455,10,90,150,0.1,0.05,0.6,0.05,0.5,0.05,FALSE,0.507333333,0.073419266,0.01056942,0.988764703,0.522009991,0.991859442,0.991464702,0.022551233,150,0.998773307,0.998545381,0.007986197,0.660870414,0.070446937
456,10,90,150,0.1,0.05,0.6,0.05,0.6,0.05,FALSE,0.606518519,0.070239658,0.009666104,0.987050602,0.5,0.992145279,0.992457574,0.017701016,150,0.999792531,0.999791667,0.002551552,0.607661688,0.069601233
457,10,90,150,0.1,0.05,0.6,0.05,0.7,0.05,FALSE,0.699407407,0.073317137,0.014615261,0.989470937,0.5,0.982797737,0.983060905,0.034329039,150,0.99899375,0.998861111,0.008701282,0.655776655,0.067647118
458,10,90,150,0.1,0.05,0.6,0.05,0.8,0.05,FALSE,0.79962963,0.06858315,0.018445146,0.988634557,0.5,0.960085684,0.953864871,0.082614411,149,0.998037492,0.998266219,0.012062655,0.60036008,0.064370533
459,10,90,150,0.1,0.05,0.6,0.05,0.9,0.05,FALSE,0.909925926,0.049975496,0.019572695,0.991117939,0.5,0.831299157,0.802103021,0.201078102,127,0.995934959,0.997140982,0.019409277,0.60547931,0.05731833
460,10,90,150,0.1,0.05,0.6,0.05,0.1,0.1,FALSE,0.097037037,0.105845919,0.117952379,0.990173586,0.514639456,0.877714286,0.798998779,0.222801766,105,0.994666667,0.993152218,0.050503907,0.575395491,0.057320282
461,10,90,150,0.1,0.05,0.6,0.05,0.3,0.1,FALSE,0.300518519,0.095436833,0.032567829,0.987899833,0.5,0.978577203,0.970397256,0.068948212,150,0.998787389,0.998993266,0.007094997,0.605796935,0.067044985
462,10,90,150,0.1,0.05,0.6,0.05,0.2,0.1,FALSE,0.204666667,0.111789651,0.066359703,0.988754478,0.509999026,0.959203288,0.938326103,0.118502213,144,0.99922982,0.999627976,0.003318161,0.593026647,0.063244068
463,10,90,150,0.1,0.05,0.6,0.05,0.4,0.1,FALSE,0.418592593,0.110733861,0.039696598,0.98782794,0.548058285,0.987751316,0.98626074,0.032124761,150,0.999189483,0.998910053,0.008925086,0.625589226,0.069443347
464,10,90,150,0.1,0.05,0.6,0.05,0.5,0.1,FALSE,0.495407407,0.123521577,0.050460248,0.985981813,0.586861314,0.990836581,0.988608192,0.026547226,150,0.998776137,0.998884005,0.006184939,0.587140077,0.070008891
465,10,90,150,0.1,0.05,0.6,0.05,0.6,0.1,FALSE,0.609259259,0.103428802,0.0341911,0.986944574,0.527003287,0.988578693,0.98432454,0.041049834,150,0.998354993,0.997913913,0.010014652,0.607235209,0.069840297
466,10,90,150,0.1,0.05,0.6,0.05,0.7,0.1,FALSE,0.712296296,0.106279332,0.04448063,0.987306905,0.509813213,0.974647971,0.969449023,0.055635715,150,0.998555613,0.998375661,0.010313295,0.589610543,0.066853311
467,10,90,150,0.1,0.05,0.6,0.05,0.9,0.1,FALSE,0.904518519,0.097326059,0.099593902,0.991255372,0.5,0.860328616,0.785902999,0.213603354,106,0.990956072,0.98801458,0.06035326,0.602889851,0.056625999
468,10,90,150,0.1,0.05,0.6,0.05,0.8,0.1,FALSE,0.807481481,0.101627299,0.055918661,0.989998063,0.5,0.948640205,0.925949779,0.129095457,142,0.99626401,0.996038732,0.019526554,0.626192935,0.062940913
469,10,90,150,0.1,0.05,0.6,0.05,0.1,0.15,FALSE,0.112444444,0.181764216,0.322789182,0.991211778,0.661124624,0.923308056,0.829586295,0.20343109,84,0.988505747,0.983815,0.067797561,0.593428963,0.055877377
470,10,90,150,0.1,0.05,0.6,0.05,0.3,0.15,FALSE,0.313555556,0.172059749,0.127725112,0.987938598,0.601166529,0.970196299,0.948625473,0.101746381,146,0.996903833,0.996703269,0.016412748,0.603249331,0.066654697
471,10,90,150,0.1,0.05,0.6,0.05,0.2,0.15,FALSE,0.212592593,0.142986775,0.112172011,0.988967539,0.537610061,0.959647871,0.908069931,0.162714355,140,0.998485975,0.999076608,0.005756882,0.602220933,0.063606432
472,10,90,150,0.1,0.05,0.6,0.05,0.4,0.15,FALSE,0.389407407,0.158019983,0.094888832,0.985714203,0.58998954,0.986887789,0.98049998,0.050617065,150,0.999481351,0.999462963,0.004961705,0.569504027,0.06856043
473,10,90,150,0.1,0.05,0.6,0.05,0.5,0.15,FALSE,0.499185185,0.145783938,0.074682597,0.988414149,0.601486208,0.992360439,0.989592596,0.025624081,150,0.998269273,0.99835075,0.008280749,0.641703061,0.069475009
474,10,90,150,0.1,0.05,0.6,0.05,0.6,0.15,FALSE,0.59762963,0.151882635,0.085710746,0.988002727,0.584389276,0.988873994,0.981203889,0.054032556,150,0.999690785,0.99962963,0.004536092,0.622805524,0.068630103
475,10,90,150,0.1,0.05,0.6,0.05,0.7,0.15,FALSE,0.711407407,0.149209793,0.098343664,0.985519219,0.543897436,0.977709402,0.957665822,0.110643973,146,1,1,0,0.538925968,0.065326975
476,10,90,150,0.1,0.05,0.6,0.05,0.8,0.15,FALSE,0.804222222,0.153127259,0.139212281,0.985181469,0.569098591,0.951462411,0.901270459,0.162553667,134,0.995466321,0.993946352,0.04462042,0.50908378,0.062435806
477,10,90,150,0.1,0.05,0.6,0.05,0.4,0.2,FALSE,0.398296296,0.198831355,0.155395115,0.988959105,0.630517307,0.984820782,0.967416912,0.095772023,147,0.998978043,0.998755909,0.007721148,0.638828714,0.067499009
478,10,90,150,0.1,0.05,0.6,0.05,0.1,0.2,FALSE,0.123037037,0.22594971,0.465734389,0.990185382,0.769693639,0.962288343,0.864748442,0.191133796,58,0.995983936,0.995534004,0.02274197,0.554340518,0.055189323
479,10,90,150,0.1,0.05,0.6,0.05,0.9,0.15,FALSE,0.886666667,0.177894257,0.306559346,0.993604693,0.63523365,0.933457727,0.820607473,0.208866678,78,0.995258091,0.995767587,0.021529214,0.699908447,0.056151986
480,10,90,150,0.1,0.05,0.6,0.05,0.2,0.2,FALSE,0.189185185,0.199709569,0.25123987,0.991317769,0.636866101,0.961386178,0.887219196,0.186560345,118,0.998026316,0.998961696,0.006673893,0.644535093,0.060319229
481,10,90,150,0.1,0.05,0.6,0.05,0.3,0.2,FALSE,0.302666667,0.208290669,0.196347327,0.990547896,0.629153094,0.977108332,0.942578722,0.120926933,143,0.998767461,0.998982835,0.006979933,0.656355034,0.064115838
482,10,90,150,0.1,0.05,0.6,0.05,0.5,0.2,FALSE,0.513407407,0.215372804,0.176293446,0.986778833,0.678604853,0.988139052,0.969282146,0.089313976,148,0.998281519,0.998109773,0.009991565,0.585869801,0.067815051
483,10,90,150,0.1,0.05,0.6,0.05,0.6,0.2,FALSE,0.588296296,0.195023795,0.14739663,0.985087275,0.633193151,0.986963234,0.972926727,0.079786408,149,0.998979741,0.999333459,0.004038522,0.547168866,0.067322856
484,10,90,150,0.1,0.05,0.6,0.05,0.8,0.2,FALSE,0.803407407,0.200739979,0.246324529,0.989116317,0.61356939,0.949351071,0.872212009,0.183215913,120,0.99738253,0.998705891,0.006552725,0.579928287,0.060832906
485,10,90,150,0.1,0.05,0.6,0.05,0.7,0.2,FALSE,0.708814815,0.176488129,0.141220287,0.987976293,0.578195561,0.978547337,0.960500572,0.098277914,138,0.998104277,0.998695471,0.008425846,0.595441147,0.065687808
486,10,90,150,0.1,0.05,0.6,0.05,0.9,0.2,FALSE,0.918518519,0.183401301,0.441881965,0.991863677,0.798358812,0.93379,0.819037424,0.217294781,45,0.992537313,0.989309764,0.041862868,0.59587564,0.05396892
487,10,90,150,0.1,0.05,0.6,0.05,0.3,0.25,FALSE,0.304222222,0.247059666,0.279794027,0.989682285,0.701020251,0.976192598,0.913510748,0.163816853,133,0.998772504,0.999096298,0.006540517,0.618594167,0.063161099
488,10,90,150,0.1,0.05,0.6,0.05,0.2,0.25,FALSE,0.167777778,0.222459791,0.346330584,0.989373217,0.68365802,0.937839473,0.837785714,0.210434799,100,0.997667917,0.997166667,0.018810741,0.559033029,0.057937305
489,10,90,150,0.1,0.05,0.6,0.05,0.1,0.25,FALSE,0.098296296,0.243244076,0.660823307,0.992737064,0.873612668,0.964103142,0.797285068,0.213709635,34,0.989548435,0.991937515,0.020058641,0.622342484,0.053231469
490,10,90,150,0.1,0.05,0.6,0.05,0.4,0.25,FALSE,0.376814815,0.254693084,0.267596071,0.989302001,0.69245231,0.98225858,0.938872374,0.131801692,144,0.998686802,0.998932873,0.006587422,0.624777614,0.064969915
491,10,90,150,0.1,0.05,0.6,0.05,0.6,0.25,FALSE,0.618148148,0.246944764,0.249569998,0.987638877,0.702358684,0.975900682,0.931396402,0.131351879,149,0.999164659,0.998880945,0.010498069,0.583098784,0.0652337
492,10,90,150,0.1,0.05,0.6,0.05,0.5,0.25,FALSE,0.474592593,0.262126832,0.266902636,0.986352628,0.719452048,0.988005915,0.94798996,0.131677564,144,0.998538469,0.997282557,0.021429871,0.559893055,0.065858751
493,10,90,150,0.1,0.05,0.6,0.05,0.7,0.25,FALSE,0.708222222,0.26152269,0.322723008,0.989512134,0.708217705,0.980177837,0.912216131,0.16271492,123,0.998571613,0.998123572,0.010852621,0.605110037,0.062297033
494,10,90,150,0.1,0.05,0.6,0.05,0.8,0.25,FALSE,0.785037037,0.259249274,0.390446126,0.990625863,0.725384034,0.968041019,0.883473258,0.185840369,100,0.998824912,0.998611111,0.009968619,0.612948164,0.059625846
495,10,90,150,0.1,0.05,0.6,0.05,0.9,0.25,FALSE,0.865407407,0.282495469,0.678455243,0.992882875,0.889322374,0.987003245,0.918901505,0.167890438,32,0.991921005,0.985280036,0.047635645,0.631725833,0.053484989
496,10,90,150,0.1,0.05,0.65,0.05,0.1,0.05,FALSE,0.096222222,0.054476166,0.023264917,0.991211158,0.5,0.845510266,0.812709268,0.200257123,129,0.99493668,0.992744981,0.048900399,0.608966491,0.057342437
497,10,90,150,0.1,0.05,0.65,0.05,0.4,0.05,FALSE,0.410148148,0.068480625,0.008363685,0.98918377,0.499723992,0.98989191,0.989901994,0.023551347,150,0.999484632,0.999481481,0.004656867,0.672124476,0.070282818
498,10,90,150,0.1,0.05,0.65,0.05,0.2,0.05,FALSE,0.204962963,0.060551456,0.011513645,0.990375361,0.5,0.95590014,0.953326793,0.08583942,150,0.998120559,0.998165033,0.011931201,0.652006403,0.06427531
499,10,90,150,0.1,0.05,0.65,0.05,0.3,0.05,FALSE,0.29562963,0.069250173,0.012049166,0.989895698,0.5,0.978284225,0.977364227,0.042909968,150,0.997839677,0.998253968,0.008944227,0.674407821,0.06813669
500,10,90,150,0.1,0.05,0.65,0.05,0.5,0.05,FALSE,0.496740741,0.071041477,0.00917657,0.98716017,0.528908622,0.994070589,0.994312785,0.01447241,150,0.999507874,0.999410256,0.005133859,0.617762684,0.070454299
501,10,90,150,0.1,0.05,0.65,0.05,0.6,0.05,FALSE,0.609037037,0.071423469,0.01042577,0.986612786,0.5,0.993304473,0.993141219,0.020591596,150,0.999365079,0.999363636,0.005498854,0.602236467,0.070151793
502,10,90,150,0.1,0.05,0.65,0.05,0.7,0.05,FALSE,0.694148148,0.069271707,0.011616641,0.988947792,0.5,0.988869557,0.987762335,0.031836449,150,0.998619633,0.998814183,0.007684657,0.639455056,0.067600184
503,10,90,150,0.1,0.05,0.65,0.05,0.8,0.05,FALSE,0.799185185,0.067138483,0.017160953,0.990379713,0.5,0.950653355,0.940265424,0.103827366,149,0.998062667,0.998489072,0.010209967,0.648025333,0.063868266
504,10,90,150,0.1,0.05,0.65,0.05,0.2,0.1,FALSE,0.207407407,0.113856221,0.068465004,0.991723616,0.512747788,0.961167616,0.930074099,0.134212584,142,0.998781973,0.998855634,0.009864432,0.696559808,0.063633148
505,10,90,150,0.1,0.05,0.65,0.05,0.3,0.1,FALSE,0.304888889,0.110080831,0.046562337,0.98954296,0.505584019,0.983746787,0.978321555,0.061274585,150,0.999400856,0.999454191,0.005006207,0.653543762,0.067183362
506,10,90,150,0.1,0.05,0.65,0.05,0.9,0.05,FALSE,0.899259259,0.061057419,0.030366617,0.990771386,0.5,0.839538322,0.804310176,0.189135402,130,0.98951686,0.988496503,0.054512312,0.605235619,0.058412527
507,10,90,150,0.1,0.05,0.65,0.05,0.1,0.1,FALSE,0.099555556,0.103488573,0.109481238,0.992008191,0.5,0.884810127,0.826211698,0.201855453,105,0.996202532,0.996349206,0.026044521,0.633767728,0.056884644
508,10,90,150,0.1,0.05,0.65,0.05,0.4,0.1,FALSE,0.400074074,0.117761432,0.047169496,0.988307802,0.54986229,0.993351948,0.992526858,0.020898614,150,0.99948715,0.999511785,0.004336491,0.633990645,0.068958026
509,10,90,150,0.1,0.05,0.65,0.05,0.5,0.1,FALSE,0.494888889,0.106641107,0.034755322,0.989350794,0.564743645,0.991619848,0.990531776,0.022633771,150,0.999272198,0.999313034,0.004843993,0.6766204,0.070198617
510,10,90,150,0.1,0.05,0.65,0.05,0.6,0.1,FALSE,0.587259259,0.115322046,0.044228054,0.989023598,0.545815816,0.99098384,0.989976684,0.025393229,150,0.999403697,0.999419192,0.005017838,0.657315737,0.069246958
511,10,90,150,0.1,0.05,0.65,0.05,0.7,0.1,FALSE,0.690296296,0.108685658,0.044618151,0.991324521,0.513634663,0.982991201,0.979242432,0.044191681,149,0.999020274,0.99929805,0.005305542,0.715257637,0.066911583
512,10,90,150,0.1,0.05,0.65,0.05,0.8,0.1,FALSE,0.797555556,0.105957045,0.059046044,0.990402439,0.5,0.950972939,0.937344259,0.101617966,146,0.996673856,0.997163926,0.015984839,0.648970217,0.063885066
513,10,90,150,0.1,0.05,0.65,0.05,0.9,0.1,FALSE,0.888518519,0.116366516,0.126879963,0.992989327,0.5,0.895019972,0.807541262,0.203831351,111,0.990245029,0.990496485,0.042643357,0.683771135,0.057453744
514,10,90,150,0.1,0.05,0.65,0.05,0.1,0.15,FALSE,0.10562963,0.158378281,0.256787629,0.992478175,0.647689927,0.937828943,0.833190883,0.211820927,78,0.992874109,0.982448107,0.082366383,0.650145894,0.056599416
515,10,90,150,0.1,0.05,0.65,0.05,0.2,0.15,FALSE,0.184518519,0.144280275,0.128533415,0.992486164,0.533336666,0.945140777,0.900360169,0.15543093,128,0.995900656,0.995398699,0.02313239,0.712103277,0.06196003
516,10,90,150,0.1,0.05,0.65,0.05,0.3,0.15,FALSE,0.307037037,0.159580488,0.10970264,0.989733073,0.579476933,0.975821903,0.954642094,0.100731727,148,0.99793559,0.9979953,0.01167867,0.644607831,0.065653333
517,10,90,150,0.1,0.05,0.65,0.05,0.4,0.15,FALSE,0.403777778,0.168207296,0.107519004,0.98941871,0.599220471,0.988909266,0.981718388,0.046867866,150,0.998879777,0.998116977,0.013421718,0.65610204,0.067850122
518,10,90,150,0.1,0.05,0.65,0.05,0.5,0.15,FALSE,0.513259259,0.156642081,0.088018651,0.989024341,0.624062567,0.992746009,0.98974565,0.026620586,150,0.99847049,0.998062399,0.011818535,0.652989374,0.06878883
519,10,90,150,0.1,0.05,0.65,0.05,0.6,0.15,FALSE,0.605333333,0.153354622,0.088244166,0.987649644,0.586002454,0.989791379,0.984160423,0.05364686,150,0.999482283,0.998916667,0.00959943,0.615096528,0.06878307
520,10,90,150,0.1,0.05,0.65,0.05,0.7,0.15,FALSE,0.711185185,0.155184903,0.107234478,0.990152371,0.571355747,0.978657588,0.957080441,0.100785663,147,0.998742666,0.998356009,0.012628316,0.662394699,0.06605895
521,10,90,150,0.1,0.05,0.65,0.05,0.8,0.15,FALSE,0.814444444,0.147937179,0.135066852,0.992316743,0.565085327,0.939332081,0.900135855,0.150074046,132,0.992941128,0.989747337,0.050152888,0.699725259,0.061570838
522,10,90,150,0.1,0.05,0.65,0.05,0.1,0.2,FALSE,0.119111111,0.230387354,0.498604404,0.994022636,0.766344582,0.955367058,0.834951423,0.207186797,58,0.995675922,0.995981117,0.016911207,0.712156322,0.055224534
523,10,90,150,0.1,0.05,0.65,0.05,0.9,0.15,FALSE,0.875111111,0.184127289,0.301807754,0.992946525,0.662793,0.939744455,0.849044804,0.201079223,80,0.992473118,0.994197507,0.023898152,0.675326527,0.056918369
524,10,90,150,0.1,0.05,0.65,0.05,0.3,0.2,FALSE,0.28237037,0.185845049,0.160928047,0.991365333,0.598358942,0.97451654,0.941705114,0.124563645,143,0.997799296,0.99488012,0.042897653,0.697134884,0.065061301
525,10,90,150,0.1,0.05,0.65,0.05,0.2,0.2,FALSE,0.209333333,0.195800978,0.222637148,0.98974754,0.608293255,0.951011271,0.874651652,0.188133458,122,0.997633136,0.998526792,0.00816991,0.604737432,0.061548671
526,10,90,150,0.1,0.05,0.65,0.05,0.4,0.2,FALSE,0.414444444,0.203212863,0.160645125,0.98932829,0.649313791,0.992124308,0.987123868,0.032949936,146,0.999280342,0.998544521,0.010536295,0.647032232,0.067200532
527,10,90,150,0.1,0.05,0.65,0.05,0.5,0.2,FALSE,0.505703704,0.209868144,0.166736259,0.986907938,0.662716049,0.989876543,0.984595316,0.034291107,149,0.999506173,0.99965644,0.003089216,0.586222818,0.067519378
528,10,90,150,0.1,0.05,0.65,0.05,0.6,0.2,FALSE,0.605703704,0.217007177,0.187898998,0.989687386,0.646864911,0.984368114,0.958144434,0.1071836,146,0.998531748,0.998066241,0.010599268,0.650283499,0.06638013
529,10,90,150,0.1,0.05,0.65,0.05,0.7,0.2,FALSE,0.691259259,0.210856185,0.199135861,0.991270395,0.628685972,0.968264287,0.912957315,0.162318546,143,0.999012664,0.998334998,0.014518655,0.696487191,0.065360348
530,10,90,150,0.1,0.05,0.65,0.05,0.8,0.2,FALSE,0.820296296,0.184653335,0.222308652,0.99221265,0.580979613,0.948566846,0.875778252,0.183696368,119,1,1,0,0.681499612,0.06037513
531,10,90,150,0.1,0.05,0.65,0.05,0.9,0.2,FALSE,0.922,0.166263345,0.376475398,0.993794913,0.664686801,0.901832227,0.75434964,0.228115321,59,0.9876294,0.969081766,0.102223279,0.686540958,0.054249036
532,10,90,150,0.1,0.05,0.65,0.05,0.3,0.25,FALSE,0.300518519,0.246259066,0.279924371,0.990033836,0.696126969,0.979193162,0.925606337,0.153327959,131,0.997955846,0.99854957,0.008087987,0.632622457,0.063472206
533,10,90,150,0.1,0.05,0.65,0.05,0.1,0.25,FALSE,0.118074074,0.27715679,0.731075848,0.991891326,0.910078963,0.98521023,0.804178145,0.23893771,33,0.994023904,0.994790393,0.012651502,0.585120457,0.052903956
