,n_features,n_samples,n_subjects,feature_std,A,B,C,overall_prob_outcome,sd_outcome,time_effect,mean,sd,icc,icc_pred,auc_value_base,auc,auc_individual,auc_individual_sd,total_n,auc_c,auc_c_individual,auc_c_individual_sd,sd_intercept,sd_residual
9599,10,90,150,0.1,0.8,0.3,0.15,0.4,0.1,FALSE,0.39562963,0.109540704,0.039494214,0.138332904,0.531257374,1,1,0,150,1,1,0,0.31281819,0.780726655
9600,10,90,150,0.1,0.8,0.3,0.15,0.6,0.1,FALSE,0.6,0.107394978,0.037345454,0.163574253,0.542020902,1,1,0,150,1,1,0,0.345602815,0.781508119
9601,10,90,150,0.1,0.8,0.3,0.15,0.9,0.1,FALSE,0.907481481,0.09278823,0.092391555,0.342877992,0.5,1,1,0,102,1,1,0,0.337871238,0.467739907
9602,10,90,150,0.1,0.8,0.3,0.15,0.3,0.15,FALSE,0.305851852,0.144875149,0.088669902,0.19713432,0.543314828,1,1,0,148,1,1,0,0.357098005,0.720655576
9603,10,90,150,0.1,0.8,0.3,0.15,0.1,0.15,FALSE,0.080666667,0.137001675,0.24427232,0.402304211,0.617980259,1,1,0,79,1,1,0,0.334066539,0.407188765
9604,10,90,150,0.1,0.8,0.3,0.15,0.4,0.15,FALSE,0.405407407,0.153662373,0.08775441,0.207784288,0.587344628,1,1,0,150,1,1,0,0.391875054,0.765178911
9605,10,90,150,0.1,0.8,0.3,0.15,0.7,0.1,FALSE,0.704518519,0.113728287,0.051568,0.154833275,0.513936568,1,1,0,149,1,1,0,0.310308898,0.724992099
9606,10,90,150,0.1,0.8,0.3,0.15,0.8,0.1,FALSE,0.792888889,0.1117749,0.065660341,0.208596757,0.5,1,1,0,148,1,1,0,0.331986491,0.646644441
9607,10,90,150,0.1,0.8,0.3,0.15,0.6,0.15,FALSE,0.575481481,0.15857983,0.092785392,0.211088855,0.597111738,1,1,0,150,1,1,0,0.398140338,0.769693067
9608,10,90,150,0.1,0.8,0.3,0.15,0.2,0.15,FALSE,0.196074074,0.142059335,0.118119689,0.267883776,0.531386034,1,1,0,137,1,1,0,0.372358564,0.615571007
9609,10,90,150,0.1,0.8,0.3,0.15,0.5,0.15,FALSE,0.504148148,0.153849958,0.084453054,0.18205337,0.610061192,1,1,0,150,1,1,0,0.367609971,0.779202623
9610,10,90,150,0.1,0.8,0.3,0.15,0.7,0.15,FALSE,0.702814815,0.155588505,0.105876834,0.212667999,0.569002129,1,1,0,148,1,1,0,0.368616886,0.709256143
9611,10,90,150,0.1,0.8,0.3,0.15,0.8,0.15,FALSE,0.800888889,0.151904091,0.134949762,0.302258379,0.53679563,1,1,0,136,1,1,0,0.403858252,0.613602475
9612,10,90,150,0.1,0.8,0.3,0.15,0.9,0.15,FALSE,0.887111111,0.167700398,0.27221579,0.450228426,0.618461398,1,1,0,83,1,1,0,0.414652724,0.458204349
9613,10,90,150,0.1,0.8,0.3,0.15,0.2,0.2,FALSE,0.210666667,0.219316876,0.280710799,0.414133836,0.645754438,1,1,0,117,1,1,0,0.480261047,0.571223695
9614,10,90,150,0.1,0.8,0.3,0.15,0.3,0.2,FALSE,0.323481481,0.209495908,0.191296432,0.268065538,0.636756358,1,1,0,142,1,1,0,0.41680937,0.688736467
9615,10,90,150,0.1,0.8,0.3,0.15,0.4,0.2,FALSE,0.425851852,0.200366293,0.154625007,0.249425964,0.655480067,1,1,0,150,1,1,0,0.427881147,0.742248093
9616,10,90,150,0.1,0.8,0.3,0.15,0.5,0.2,FALSE,0.513481481,0.204577603,0.157987192,0.255595541,0.655949824,1,1,0,148,1,1,0,0.439018615,0.749222448
9617,10,90,150,0.1,0.8,0.3,0.15,0.1,0.2,FALSE,0.075185185,0.180802094,0.462693295,0.632669244,0.780435472,1,1,0,48,1,1,0,0.451902852,0.344338329
9618,10,90,150,0.1,0.8,0.3,0.15,0.8,0.2,FALSE,0.787407407,0.218657716,0.277039955,0.381717473,0.662138094,1,1,0,117,1,1,0,0.452003789,0.575260484
9619,10,90,150,0.1,0.8,0.3,0.15,0.6,0.2,FALSE,0.58837037,0.211737509,0.175726778,0.261103968,0.668034564,1,1,0,149,1,1,0,0.435619543,0.732811519
9620,10,90,150,0.1,0.8,0.3,0.15,0.7,0.2,FALSE,0.659851852,0.234039932,0.235147693,0.343384036,0.678552828,1,1,0,144,1,1,0,0.490299862,0.677996481
9621,10,90,150,0.1,0.8,0.3,0.15,0.3,0.25,FALSE,0.301555556,0.264720809,0.32447632,0.424477695,0.719686135,1,1,0,132,1,1,0,0.53504492,0.623008378
9622,10,90,150,0.1,0.8,0.3,0.15,0.1,0.25,FALSE,0.109407407,0.253312586,0.651801285,0.687614758,0.859650568,1,1,0,41,1,1,0,0.492759968,0.332129978
9623,10,90,150,0.1,0.8,0.3,0.15,0.5,0.25,FALSE,0.476,0.24389838,0.229556093,0.324868365,0.707493909,1,1,0,147,1,1,0,0.499138215,0.719550599
9624,10,90,150,0.1,0.8,0.3,0.15,0.4,0.25,FALSE,0.42837037,0.272893788,0.295684633,0.355648524,0.712499105,1,1,0,141,1,1,0,0.507855699,0.683582977
9625,10,90,150,0.1,0.8,0.3,0.15,0.9,0.2,FALSE,0.887777778,0.225250618,0.502014708,0.595982241,0.786160228,1,1,0,50,1,1,0,0.46770366,0.385082991
9626,10,90,150,0.1,0.8,0.3,0.15,0.6,0.25,FALSE,0.57837037,0.24911738,0.245677724,0.325397469,0.690739727,1,1,0,146,1,1,0,0.487123957,0.70138486
9627,10,90,150,0.1,0.8,0.3,0.15,0.7,0.25,FALSE,0.721185185,0.242796106,0.284650649,0.334977701,0.687900361,1,1,0,126,1,1,0,0.444612084,0.626457217
9628,10,90,150,0.1,0.8,0.3,0.15,0.8,0.25,FALSE,0.782444444,0.257917208,0.382912405,0.462956493,0.728108563,1,1,0,102,1,1,0,0.502847837,0.541590743
9629,10,90,150,0.1,0.8,0.3,0.15,0.2,0.25,FALSE,0.205703704,0.264616581,0.420902552,0.490812061,0.761992479,1,1,0,94,1,1,0,0.502981096,0.51231032
9630,10,90,150,0.1,0.8,0.35,0.15,0.1,0.05,FALSE,0.104518519,0.060422144,0.028199075,0.307414241,0.5,1,1,0,137,1,1,0,0.33560486,0.503736047
9631,10,90,150,0.1,0.8,0.35,0.15,0.4,0.05,FALSE,0.40562963,0.067662788,0.007964455,0.171378087,0.5,1,1,0,150,1,1,0,0.362580012,0.797268161
9632,10,90,150,0.1,0.8,0.35,0.15,0.5,0.05,FALSE,0.50237037,0.065152919,0.005932881,0.150391187,0.514033085,1,1,0,150,1,1,0,0.341834301,0.812482377
9633,10,90,150,0.1,0.8,0.3,0.15,0.9,0.25,FALSE,0.906518519,0.247898406,0.718562885,0.735811449,0.865902542,1,1,0,26,1,1,0,0.482229621,0.288953267
9634,10,90,150,0.1,0.8,0.35,0.15,0.2,0.05,FALSE,0.207259259,0.065005231,0.014767409,0.228686514,0.5,1,1,0,148,1,1,0,0.359592651,0.660398369
9635,10,90,150,0.1,0.8,0.35,0.15,0.7,0.05,FALSE,0.695851852,0.068729539,0.011330989,0.157516576,0.5,1,1,0,150,1,1,0,0.322942581,0.746866298
9636,10,90,150,0.1,0.8,0.35,0.15,0.6,0.05,FALSE,0.604222222,0.072061946,0.010720059,0.141129837,0.500215593,1,1,0,150,1,1,0,0.3217906,0.793830337
9637,10,90,150,0.1,0.8,0.35,0.15,0.3,0.05,FALSE,0.299111111,0.07044383,0.012696552,0.187419462,0.5,1,1,0,150,1,1,0,0.35770355,0.744816203
9638,10,90,150,0.1,0.8,0.35,0.15,0.9,0.05,FALSE,0.896296296,0.055988865,0.022860766,0.379637114,0.5,1,1,0,137,1,1,0,0.39444672,0.504227957
9639,10,90,150,0.1,0.8,0.35,0.15,0.1,0.1,FALSE,0.103259259,0.10175807,0.101762029,0.378502749,0.5,1,1,0,111,1,1,0,0.378464892,0.484965323
9640,10,90,150,0.1,0.8,0.35,0.15,0.8,0.05,FALSE,0.801925926,0.06566166,0.016207309,0.236953103,0.5,1,1,0,149,1,1,0,0.36171346,0.649096227
9641,10,90,150,0.1,0.8,0.35,0.15,0.2,0.1,FALSE,0.208296296,0.105080068,0.056443234,0.263450534,0.502164397,1,1,0,145,1,1,0,0.387683726,0.648229794
9642,10,90,150,0.1,0.8,0.35,0.15,0.4,0.1,FALSE,0.403259259,0.10821388,0.037957524,0.199128261,0.52911587,1,1,0,150,1,1,0,0.392297247,0.786738302
9643,10,90,150,0.1,0.8,0.35,0.15,0.3,0.1,FALSE,0.303037037,0.101622407,0.038193349,0.233832856,0.5,1,1,0,150,1,1,0,0.407065088,0.736839419
9644,10,90,150,0.1,0.8,0.35,0.15,0.6,0.1,FALSE,0.585851852,0.115095573,0.043955047,0.195126162,0.539351518,1,1,0,150,1,1,0,0.386103927,0.784170268
9645,10,90,150,0.1,0.8,0.35,0.15,0.5,0.1,FALSE,0.507111111,0.121527277,0.048491889,0.202888472,0.579117703,1,1,0,150,1,1,0,0.401211148,0.795250317
9646,10,90,150,0.1,0.8,0.35,0.15,0.7,0.1,FALSE,0.70037037,0.115271956,0.052767623,0.222568073,0.519996549,1,1,0,149,1,1,0,0.389896928,0.728701336
9647,10,90,150,0.1,0.8,0.35,0.15,0.9,0.1,FALSE,0.886888889,0.116889776,0.126369899,0.343092051,0.537122745,1,1,0,115,1,1,0,0.360344057,0.498613801
9648,10,90,150,0.1,0.8,0.35,0.15,0.1,0.15,FALSE,0.093703704,0.155120392,0.274749368,0.513927061,0.628091443,1,1,0,73,1,1,0,0.436113888,0.424130883
9649,10,90,150,0.1,0.8,0.35,0.15,0.8,0.1,FALSE,0.822518519,0.096469681,0.053203368,0.280537985,0.5,1,1,0,143,1,1,0,0.382643974,0.612777734
9650,10,90,150,0.1,0.8,0.35,0.15,0.3,0.15,FALSE,0.29962963,0.143401944,0.087793973,0.250207923,0.543999022,1,1,0,149,1,1,0,0.414112713,0.716866784
9651,10,90,150,0.1,0.8,0.35,0.15,0.2,0.15,FALSE,0.204740741,0.155881977,0.139528817,0.329144278,0.545660481,1,1,0,132,1,1,0,0.433350969,0.618673025
9652,10,90,150,0.1,0.8,0.35,0.15,0.4,0.15,FALSE,0.394814815,0.151757548,0.086171551,0.228288817,0.590065644,1,1,0,150,1,1,0,0.416183645,0.765191412
9653,10,90,150,0.1,0.8,0.35,0.15,0.6,0.15,FALSE,0.612148148,0.148153194,0.082193658,0.225747359,0.571913247,1,1,0,150,1,1,0,0.412055942,0.763108322
9654,10,90,150,0.1,0.8,0.35,0.15,0.7,0.15,FALSE,0.68637037,0.160464498,0.109625737,0.280535341,0.579532082,1,1,0,149,1,1,0,0.448060342,0.717542202
9655,10,90,150,0.1,0.8,0.35,0.15,0.5,0.15,FALSE,0.503555556,0.162063297,0.094933533,0.239263731,0.619505714,1,1,0,149,1,1,0,0.435518204,0.776577742
9656,10,90,150,0.1,0.8,0.35,0.15,0.8,0.15,FALSE,0.790518519,0.161992046,0.148839093,0.325017944,0.543874878,1,1,0,132,1,1,0,0.427929376,0.616686646
9657,10,90,150,0.1,0.8,0.35,0.15,0.9,0.15,FALSE,0.913555556,0.123827637,0.184853322,0.443477757,0.523851733,1,1,0,76,1,1,0,0.387569263,0.434164859
9658,10,90,150,0.1,0.8,0.35,0.15,0.4,0.2,FALSE,0.427777778,0.207429933,0.166307549,0.279475303,0.664966807,1,1,0,150,1,1,0,0.459521633,0.737834026
9659,10,90,150,0.1,0.8,0.35,0.15,0.2,0.2,FALSE,0.197925926,0.204823703,0.255530563,0.397820318,0.661393392,1,1,0,119,1,1,0,0.463459161,0.570205025
9660,10,90,150,0.1,0.8,0.35,0.15,0.3,0.2,FALSE,0.313185185,0.195111296,0.167521579,0.301918658,0.615600775,1,1,0,140,1,1,0,0.456086852,0.693514574
9661,10,90,150,0.1,0.8,0.35,0.15,0.6,0.2,FALSE,0.589777778,0.196153753,0.149413019,0.274955165,0.640236985,1,1,0,147,1,1,0,0.456700612,0.741622819
9662,10,90,150,0.1,0.8,0.35,0.15,0.1,0.2,FALSE,0.096444444,0.193048982,0.420004237,0.566653882,0.70915431,1,1,0,55,1,1,0,0.448015924,0.391788759
9663,10,90,150,0.1,0.8,0.35,0.15,0.5,0.2,FALSE,0.479407407,0.200745923,0.151872576,0.309075223,0.652417593,1,1,0,149,1,1,0,0.50346645,0.752755301
9664,10,90,150,0.1,0.8,0.35,0.15,0.8,0.2,FALSE,0.824444444,0.190367943,0.241542519,0.404933774,0.630913561,1,1,0,107,1,1,0,0.455927697,0.552696388
9665,10,90,150,0.1,0.8,0.35,0.15,0.7,0.2,FALSE,0.690444444,0.195122521,0.168686148,0.329637182,0.619509496,1,1,0,145,1,1,0,0.484918878,0.691521925
9666,10,90,150,0.1,0.8,0.35,0.15,0.9,0.2,FALSE,0.913333333,0.191210456,0.454413521,0.631476101,0.74283336,1,1,0,50,1,1,0,0.480405439,0.366996806
9667,10,90,150,0.1,0.8,0.35,0.15,0.1,0.25,FALSE,0.074888889,0.226035258,0.730866119,0.752926479,0.89447087,1,1,0,22,1,1,0,0.463765177,0.265665374
9668,10,90,150,0.1,0.8,0.35,0.15,0.2,0.25,FALSE,0.191037037,0.232797213,0.342555837,0.485613995,0.690364782,1,1,0,104,1,1,0,0.516925812,0.532019063
9669,10,90,150,0.1,0.8,0.35,0.15,0.4,0.25,FALSE,0.415703704,0.241944325,0.232079211,0.360973441,0.688625229,1,1,0,144,1,1,0,0.531616843,0.70732753
9670,10,90,150,0.1,0.8,0.35,0.15,0.6,0.25,FALSE,0.553333333,0.245280247,0.234519453,0.346628541,0.704514606,1,1,0,145,1,1,0,0.519181436,0.712798989
9671,10,90,150,0.1,0.8,0.35,0.15,0.5,0.25,FALSE,0.515407407,0.268727393,0.28058242,0.362000455,0.718767663,1,1,0,148,1,1,0,0.525283564,0.697347805
9672,10,90,150,0.1,0.8,0.35,0.15,0.7,0.25,FALSE,0.708592593,0.247071326,0.287127007,0.374284358,0.684985586,1,1,0,139,1,1,0,0.490033367,0.633597303
9673,10,90,150,0.1,0.8,0.35,0.15,0.3,0.25,FALSE,0.28362963,0.245852823,0.288993456,0.385511545,0.684401578,1,1,0,131,1,1,0,0.496009296,0.626221516
9674,10,90,150,0.1,0.8,0.35,0.15,0.8,0.25,FALSE,0.818888889,0.239131989,0.377668466,0.468468818,0.720195195,1,1,0,90,1,1,0,0.478919128,0.510136281
9675,10,90,150,0.1,0.8,0.4,0.15,0.2,0.05,FALSE,0.203481481,0.068965302,0.018433396,0.291418762,0.5,1,1,0,149,1,1,0,0.421222756,0.656822309
9676,10,90,150,0.1,0.8,0.4,0.15,0.1,0.05,FALSE,0.103185185,0.063239483,0.032454231,0.425042192,0.5,1,1,0,129,1,1,0,0.430838927,0.501091346
9677,10,90,150,0.1,0.8,0.35,0.15,0.9,0.25,FALSE,0.901185185,0.246376161,0.674954718,0.73790678,0.901040353,1,1,0,31,1,1,0,0.525358161,0.313099681
9678,10,90,150,0.1,0.8,0.4,0.15,0.3,0.05,FALSE,0.296518519,0.069312841,0.012050786,0.216537178,0.5,1,1,0,150,1,1,0,0.390046704,0.741924259
9679,10,90,150,0.1,0.8,0.4,0.15,0.4,0.05,FALSE,0.396814815,0.070276806,0.009627119,0.219056338,0.5,1,1,0,150,1,1,0,0.42023883,0.793465629
9680,10,90,150,0.1,0.8,0.4,0.15,0.7,0.05,FALSE,0.697925926,0.067829611,0.010829109,0.206172757,0.5,1,1,0,150,1,1,0,0.380342682,0.746315438
9681,10,90,150,0.1,0.8,0.4,0.15,0.5,0.05,FALSE,0.498222222,0.079062365,0.014044519,0.210637825,0.541040945,1,1,0,150,1,1,0,0.417163861,0.807563447
9682,10,90,150,0.1,0.8,0.4,0.15,0.9,0.05,FALSE,0.901777778,0.060270883,0.030225042,0.417382969,0.5,1,1,0,130,1,1,0,0.417252574,0.492973132
9683,10,90,150,0.1,0.8,0.4,0.15,0.8,0.05,FALSE,0.804222222,0.061098161,0.012735914,0.296850201,0.5,1,1,0,149,1,1,0,0.420051715,0.646484351
9684,10,90,150,0.1,0.8,0.4,0.15,0.1,0.1,FALSE,0.105037037,0.11063722,0.120326108,0.395996167,0.5,1,1,0,108,1,1,0,0.3914608,0.483462324
9685,10,90,150,0.1,0.8,0.4,0.15,0.6,0.05,FALSE,0.604666667,0.073660828,0.01171393,0.181501127,0.5,1,1,0,150,1,1,0,0.37311941,0.792350291
9686,10,90,150,0.1,0.8,0.4,0.15,0.3,0.1,FALSE,0.309333333,0.104144619,0.04008373,0.237900238,0.5,1,1,0,150,1,1,0,0.415196504,0.743125498
9687,10,90,150,0.1,0.8,0.4,0.15,0.4,0.1,FALSE,0.389851852,0.114576364,0.044552965,0.223136221,0.533747593,1,1,0,150,1,1,0,0.416285691,0.776745744
9688,10,90,150,0.1,0.8,0.4,0.15,0.2,0.1,FALSE,0.213555556,0.116041755,0.069798623,0.322562779,0.508139886,1,1,0,144,1,1,0,0.447858902,0.649035741
9689,10,90,150,0.1,0.8,0.4,0.15,0.6,0.1,FALSE,0.592148148,0.118979745,0.048015101,0.228999926,0.558705882,1,1,0,150,1,1,0,0.426110971,0.781865869
9690,10,90,150,0.1,0.8,0.4,0.15,0.8,0.1,FALSE,0.785111111,0.11673912,0.070404747,0.296609807,0.510861642,1,1,0,144,1,1,0,0.421774273,0.649509469
9691,10,90,150,0.1,0.8,0.4,0.15,0.5,0.1,FALSE,0.49437037,0.11295815,0.040364685,0.210858079,0.567734331,1,1,0,150,1,1,0,0.413589805,0.800114719
9692,10,90,150,0.1,0.8,0.4,0.15,0.9,0.1,FALSE,0.88362963,0.113404349,0.115132108,0.430574155,0.524132811,1,1,0,113,1,1,0,0.439871,0.505847885
9693,10,90,150,0.1,0.8,0.4,0.15,0.1,0.15,FALSE,0.086666667,0.150679957,0.278266606,0.571231663,0.676657168,1,1,0,72,1,1,0,0.473842644,0.410524764
9694,10,90,150,0.1,0.8,0.4,0.15,0.7,0.1,FALSE,0.68762963,0.105421334,0.041068096,0.249792476,0.505243736,1,1,0,149,1,1,0,0.42778038,0.741347613
9695,10,90,150,0.1,0.8,0.4,0.15,0.3,0.15,FALSE,0.300148148,0.156044755,0.105895515,0.292307359,0.544088028,1,1,0,145,1,1,0,0.455138687,0.708184174
9696,10,90,150,0.1,0.8,0.4,0.15,0.2,0.15,FALSE,0.183555556,0.144060869,0.12867433,0.361369647,0.531149032,1,1,0,131,1,1,0,0.448815423,0.596645974
9697,10,90,150,0.1,0.8,0.4,0.15,0.4,0.15,FALSE,0.389851852,0.157071218,0.093575955,0.258394136,0.597032269,1,1,0,150,1,1,0,0.44775884,0.758559096
9698,10,90,150,0.1,0.8,0.4,0.15,0.6,0.15,FALSE,0.592,0.154390653,0.088494322,0.304723619,0.596150954,1,1,0,149,1,1,0,0.506266571,0.764724372
9699,10,90,150,0.1,0.8,0.4,0.15,0.7,0.15,FALSE,0.694740741,0.165590343,0.119398205,0.292470054,0.593190138,1,1,0,147,1,1,0,0.457872504,0.712157864
9700,10,90,150,0.1,0.8,0.4,0.15,0.5,0.15,FALSE,0.507777778,0.170681205,0.106538734,0.258258953,0.631890838,1,1,0,150,1,1,0,0.454225873,0.769786575
9701,10,90,150,0.1,0.8,0.4,0.15,0.8,0.15,FALSE,0.832222222,0.139633352,0.129839991,0.358142018,0.524698524,1,1,0,129,1,1,0,0.433855938,0.580814408
9702,10,90,150,0.1,0.8,0.4,0.15,0.9,0.15,FALSE,0.909259259,0.14224166,0.236338994,0.524018858,0.551196911,1,1,0,70,1,1,0,0.449322975,0.428232911
9703,10,90,150,0.1,0.8,0.4,0.15,0.3,0.2,FALSE,0.300222222,0.208058984,0.196842116,0.397701115,0.642117587,1,1,0,140,1,1,0,0.548043917,0.674439483
9704,10,90,150,0.1,0.8,0.4,0.15,0.1,0.2,FALSE,0.098296296,0.183699549,0.372795478,0.617618382,0.690088407,1,1,0,59,1,1,0,0.515546214,0.40565422
9705,10,90,150,0.1,0.8,0.4,0.15,0.4,0.2,FALSE,0.417111111,0.220168098,0.190111848,0.324315746,0.663631628,1,1,0,147,1,1,0,0.501639021,0.724067732
9706,10,90,150,0.1,0.8,0.4,0.15,0.6,0.2,FALSE,0.591185185,0.206009221,0.166128887,0.371029436,0.647205491,1,1,0,148,1,1,0,0.561694291,0.731325955
9707,10,90,150,0.1,0.8,0.4,0.15,0.8,0.2,FALSE,0.837037037,0.189699391,0.25507415,0.426581141,0.639228111,1,1,0,102,1,1,0,0.459259385,0.532467616
9708,10,90,150,0.1,0.8,0.4,0.15,0.2,0.2,FALSE,0.196444444,0.20191034,0.249479666,0.498557343,0.648068576,1,1,0,124,1,1,0,0.570342954,0.571990954
9709,10,90,150,0.1,0.8,0.4,0.15,0.7,0.2,FALSE,0.68237037,0.210453415,0.195127281,0.37324321,0.647334725,1,1,0,140,1,1,0,0.528848223,0.685306128
9710,10,90,150,0.1,0.8,0.4,0.15,0.5,0.2,FALSE,0.488592593,0.20188008,0.153524722,0.277995714,0.657235397,1,1,0,149,1,1,0,0.466779476,0.752250682
9711,10,90,150,0.1,0.8,0.4,0.15,0.9,0.2,FALSE,0.930518519,0.163998967,0.408269975,0.68426594,0.743059754,1,1,0,45,1,1,0,0.5121266,0.347876898
9712,10,90,150,0.1,0.8,0.4,0.15,0.1,0.25,FALSE,0.101037037,0.239373013,0.624033675,0.735146876,0.832956665,1,1,0,35,1,1,0,0.551964765,0.331304128
9713,10,90,150,0.1,0.8,0.4,0.15,0.4,0.25,FALSE,0.383703704,0.272970078,0.30673406,0.459003689,0.723072798,1,1,0,140,1,1,0,0.612784282,0.665268073
9714,10,90,150,0.1,0.8,0.4,0.15,0.7,0.25,FALSE,0.690740741,0.260312745,0.308866231,0.49622586,0.718973805,1,1,0,126,1,1,0,0.628390647,0.633151953
9715,10,90,150,0.1,0.8,0.4,0.15,0.5,0.25,FALSE,0.527037037,0.246013595,0.23389606,0.317418269,0.69231659,1,1,0,145,1,1,0,0.488542055,0.716412781
9716,10,90,150,0.1,0.8,0.4,0.15,0.6,0.25,FALSE,0.593333333,0.256253303,0.263469273,0.404361371,0.709796505,1,1,0,141,1,1,0,0.571121119,0.693162113
9717,10,90,150,0.1,0.8,0.4,0.15,0.3,0.25,FALSE,0.283407407,0.235335491,0.264031605,0.412591298,0.688717744,1,1,0,130,1,1,0,0.534943348,0.638289863
9718,10,90,150,0.1,0.8,0.4,0.15,0.8,0.25,FALSE,0.794666667,0.253332156,0.385454207,0.509033402,0.707990035,1,1,0,97,1,1,0,0.537590914,0.527964538
9719,10,90,150,0.1,0.8,0.4,0.15,0.2,0.25,FALSE,0.181777778,0.239770515,0.378629125,0.52880346,0.697467122,1,1,0,93,1,1,0,0.540205874,0.509933101
9720,10,90,150,0.1,0.8,0.45,0.15,0.2,0.05,FALSE,0.189777778,0.066933594,0.018222294,0.356905717,0.5,1,1,0,146,1,1,0,0.475994187,0.638943153
9721,10,90,150,0.1,0.8,0.45,0.15,0.1,0.05,FALSE,0.102444444,0.065473666,0.035894444,0.429978425,0.5,1,1,0,128,1,1,0,0.435157299,0.501035603
9722,10,90,150,0.1,0.8,0.4,0.15,0.9,0.25,FALSE,0.891185185,0.258039341,0.679934137,0.747145098,0.869862164,1,1,0,33,1,1,0,0.55438146,0.322509053
9723,10,90,150,0.1,0.8,0.45,0.15,0.4,0.05,FALSE,0.405703704,0.07623088,0.013132757,0.225837133,0.506253656,1,1,0,150,1,1,0,0.429135233,0.794534325
9724,10,90,150,0.1,0.8,0.45,0.15,0.3,0.05,FALSE,0.303333333,0.066750507,0.010082485,0.31747833,0.5,1,1,0,150,1,1,0,0.510245757,0.748136048
9725,10,90,150,0.1,0.8,0.45,0.15,0.5,0.05,FALSE,0.501111111,0.073158334,0.010410174,0.24523435,0.530450688,1,1,0,150,1,1,0,0.461642013,0.80988012
9726,10,90,150,0.1,0.8,0.45,0.15,0.6,0.05,FALSE,0.603925926,0.065931023,0.00713871,0.223013482,0.5,1,1,0,150,1,1,0,0.42565291,0.794505283
9727,10,90,150,0.1,0.8,0.45,0.15,0.8,0.05,FALSE,0.801333333,0.066926167,0.017210277,0.339078587,0.5,1,1,0,148,1,1,0,0.466465807,0.651245212
9728,10,90,150,0.1,0.8,0.45,0.15,0.9,0.05,FALSE,0.898,0.060408064,0.029040449,0.422245072,0.5,1,1,0,127,1,1,0,0.429212489,0.502067241
9729,10,90,150,0.1,0.8,0.45,0.15,0.7,0.05,FALSE,0.705851852,0.066326458,0.010187335,0.245252176,0.5,1,1,0,150,1,1,0,0.421934149,0.740183119
9730,10,90,150,0.1,0.8,0.45,0.15,0.2,0.1,FALSE,0.217555556,0.102792802,0.051508423,0.387670226,0.5,1,1,0,144,1,1,0,0.526500849,0.661699095
9731,10,90,150,0.1,0.8,0.45,0.15,0.1,0.1,FALSE,0.101555556,0.120092143,0.148436267,0.502844493,0.545245174,1,1,0,101,1,1,0,0.475364158,0.472667467
9732,10,90,150,0.1,0.8,0.45,0.15,0.4,0.1,FALSE,0.398296296,0.112067004,0.041738608,0.255488231,0.536551363,1,1,0,150,1,1,0,0.457621109,0.781189475
9733,10,90,150,0.1,0.8,0.45,0.15,0.3,0.1,FALSE,0.299185185,0.119296531,0.057371027,0.287094566,0.509744514,1,1,0,149,1,1,0,0.463149901,0.729835614
9734,10,90,150,0.1,0.8,0.45,0.15,0.6,0.1,FALSE,0.614814815,0.107792858,0.038363459,0.268188447,0.525843963,1,1,0,150,1,1,0,0.472323958,0.780224481
9735,10,90,150,0.1,0.8,0.45,0.15,0.7,0.1,FALSE,0.700074074,0.108702428,0.045650681,0.274874568,0.500764738,1,1,0,150,1,1,0,0.449289823,0.729736165
9736,10,90,150,0.1,0.8,0.45,0.15,0.9,0.1,FALSE,0.897555556,0.108598511,0.118356384,0.496832943,0.515716009,1,1,0,98,1,1,0,0.475871289,0.478895119
9737,10,90,150,0.1,0.8,0.45,0.15,0.5,0.1,FALSE,0.505777778,0.10538347,0.033678575,0.256976273,0.563585161,1,1,0,150,1,1,0,0.471599973,0.801915486
9738,10,90,150,0.1,0.8,0.45,0.15,0.1,0.15,FALSE,0.092740741,0.130608414,0.193505725,0.516627865,0.545314161,1,1,0,80,1,1,0,0.457653735,0.442678982
9739,10,90,150,0.1,0.8,0.45,0.15,0.8,0.1,FALSE,0.782962963,0.116197285,0.069068511,0.379707122,0.5,1,1,0,144,1,1,0,0.511150708,0.653315546
9740,10,90,150,0.1,0.8,0.45,0.15,0.3,0.15,FALSE,0.330888889,0.172694237,0.124857715,0.319992056,0.594803531,1,1,0,146,1,1,0,0.494523501,0.720898847
9741,10,90,150,0.1,0.8,0.45,0.15,0.2,0.15,FALSE,0.189333333,0.15304721,0.142931551,0.407314877,0.529062669,1,1,0,127,1,1,0,0.496485082,0.598898299
9742,10,90,150,0.1,0.8,0.45,0.15,0.5,0.15,FALSE,0.515555556,0.162071886,0.095042207,0.320233328,0.62056076,1,1,0,149,1,1,0,0.532314407,0.775559086
9743,10,90,150,0.1,0.8,0.45,0.15,0.4,0.15,FALSE,0.415333333,0.152079354,0.085016597,0.301489652,0.594603594,1,1,0,150,1,1,0,0.505965438,0.770142461
9744,10,90,150,0.1,0.8,0.45,0.15,0.7,0.15,FALSE,0.693703704,0.170315108,0.126690641,0.338880444,0.58887146,1,1,0,147,1,1,0,0.505897722,0.706609499
9745,10,90,150,0.1,0.8,0.45,0.15,0.9,0.15,FALSE,0.898444444,0.165261439,0.290853922,0.574374401,0.594135635,1,1,0,81,1,1,0,0.504675504,0.434438752
9746,10,90,150,0.1,0.8,0.45,0.15,0.8,0.15,FALSE,0.792296296,0.153063812,0.132595441,0.45599921,0.548098777,1,1,0,132,1,1,0,0.569992418,0.622568006
